feedback_id,customer_name,feedback,date,product,clean_feedback,sentiment,confidence_score
1787,Arun,Excellent quality and very satisfied,2025-12-10,Mobile App,excellent quality very satisfied,positive,0.825
1788,Pooja,Great service and fast delivery,2025-02-09,Smart Watch,great service fast delivery,positive,0.5
1789,Karthik,Acceptable performance,2025-07-01,Mobile,acceptable performance,neutral,0.0
1790,Arun,Okay for the price,2025-10-06,E-commerce,okay price,positive,0.5
1791,Manoj,Nothing special,2025-03-06,Laptop,nothing special,positive,0.35714285714285715
1792,Manoj,Decent product,2025-05-11,Smart Watch,decent product,positive,0.16666666666666666
1793,Priya,Great service and fast delivery,2025-03-31,Mobile App,great service fast delivery,positive,0.5
1794,Rahul,Very happy with the product,2025-03-11,Mobile,very happy product,positive,1.0
1795,Rahul,Nothing special,2025-11-23,Smart Watch,nothing special,positive,0.35714285714285715
1796,Priya,"Amazing experience, highly recommend",2025-02-03,Laptop,amazing experience highly recommend,positive,0.38000000000000006
1797,Manoj,Support team was very helpful,2025-07-08,Smart Watch,support team very helpful,positive,0.2
1798,Manoj,Support team was very helpful,2025-05-11,Banking App,support team very helpful,positive,0.2
1799,Divya,Customer support did not respond,2025-08-20,Mobile,customer support did not respond,neutral,0.0
1800,Divya,"Amazing experience, highly recommend",2025-08-02,Laptop,amazing experience highly recommend,positive,0.38000000000000006
1801,Arun,Okay for the price,2025-09-10,Laptop,okay price,positive,0.5
1802,Sneha,Customer support did not respond,2025-02-23,Laptop,customer support did not respond,neutral,0.0
1803,Sneha,Very bad experience and disappointed,2025-03-15,Headphones,very bad experience disappointed,negative,-0.8299999999999998
1804,Arun,Poor quality and waste of money,2025-07-18,Banking App,poor quality waste money,negative,-0.30000000000000004
1805,Divya,Okay for the price,2025-02-03,Internet Service,okay price,positive,0.5
1806,Divya,Nothing special,2025-05-17,Headphones,nothing special,positive,0.35714285714285715
1807,Karthik,Nothing special,2025-03-21,Mobile,nothing special,positive,0.35714285714285715
1808,Manoj,Excellent quality and very satisfied,2025-05-04,E-commerce,excellent quality very satisfied,positive,0.825
1809,Karthik,Nothing special,2025-04-26,Mobile App,nothing special,positive,0.35714285714285715
1810,Karthik,Poor quality and waste of money,2025-02-16,Banking App,poor quality waste money,negative,-0.30000000000000004
1811,Pooja,"Amazing experience, highly recommend",2025-03-10,Laptop,amazing experience highly recommend,positive,0.38000000000000006
1812,Priya,Great service and fast delivery,2025-03-13,E-commerce,great service fast delivery,positive,0.5
1813,Pooja,Excellent quality and very satisfied,2025-11-12,Smart Watch,excellent quality very satisfied,positive,0.825
1814,Manoj,Delivery was too late,2025-05-14,E-commerce,delivery too late,negative,-0.3
1815,Manoj,Nothing special,2025-08-28,E-commerce,nothing special,positive,0.35714285714285715
1816,Manoj,Delivery was too late,2025-02-18,Mobile,delivery too late,negative,-0.3
1817,Pooja,Very bad experience and disappointed,2025-05-29,Smart Watch,very bad experience disappointed,negative,-0.8299999999999998
1818,Suresh,Customer support did not respond,2025-09-06,E-commerce,customer support did not respond,neutral,0.0
1819,Priya,Nothing special,2025-09-07,Headphones,nothing special,positive,0.35714285714285715
1820,Suresh,Worst product ever,2025-12-02,Banking App,worst product ever,negative,-1.0
1821,Anitha,Poor quality and waste of money,2025-07-20,Smart Watch,poor quality waste money,negative,-0.30000000000000004
1822,Karthik,Nothing special,2025-03-26,Internet Service,nothing special,positive,0.35714285714285715
1823,Manoj,Decent product,2025-05-10,Headphones,decent product,positive,0.16666666666666666
1824,Rahul,Support team was very helpful,2025-01-17,Headphones,support team very helpful,positive,0.2
1825,Pooja,Very bad experience and disappointed,2025-11-08,Laptop,very bad experience disappointed,negative,-0.8299999999999998
1826,Arun,"Amazing experience, highly recommend",2025-12-07,Laptop,amazing experience highly recommend,positive,0.38000000000000006
1827,Manoj,Excellent quality and very satisfied,2025-12-05,Mobile App,excellent quality very satisfied,positive,0.825
1828,Sneha,Acceptable performance,2025-03-12,Smart Watch,acceptable performance,neutral,0.0
1829,Pooja,Excellent quality and very satisfied,2025-06-27,Laptop,excellent quality very satisfied,positive,0.825
1830,Karthik,Decent product,2025-11-16,Banking App,decent product,positive,0.16666666666666666
1831,Divya,Delivery was too late,2025-03-10,Headphones,delivery too late,negative,-0.3
1832,Manoj,Average experience,2025-03-30,Internet Service,average experience,negative,-0.15
1833,Priya,Support team was very helpful,2025-10-02,Laptop,support team very helpful,positive,0.2
1834,Sneha,Nothing special,2025-06-14,Mobile,nothing special,positive,0.35714285714285715
1835,Anitha,Poor quality and waste of money,2025-02-21,Banking App,poor quality waste money,negative,-0.30000000000000004
1836,Rahul,"Amazing experience, highly recommend",2025-05-31,Mobile,amazing experience highly recommend,positive,0.38000000000000006
1837,Manoj,Acceptable performance,2025-04-24,Smart Watch,acceptable performance,neutral,0.0
1838,Suresh,Very bad experience and disappointed,2025-05-17,Internet Service,very bad experience disappointed,negative,-0.8299999999999998
1839,Sneha,Very happy with the product,2025-01-31,Laptop,very happy product,positive,1.0
1840,Suresh,Okay for the price,2025-10-05,Banking App,okay price,positive,0.5
1841,Rahul,Support team was very helpful,2025-03-01,Mobile,support team very helpful,positive,0.2
1842,Divya,Poor quality and waste of money,2025-09-21,Mobile App,poor quality waste money,negative,-0.30000000000000004
1843,Suresh,"Amazing experience, highly recommend",2025-10-28,Banking App,amazing experience highly recommend,positive,0.38000000000000006
1844,Priya,Nothing special,2025-07-20,Mobile,nothing special,positive,0.35714285714285715
1845,Rahul,Very bad experience and disappointed,2025-10-29,Headphones,very bad experience disappointed,negative,-0.8299999999999998
1846,Arun,Delivery was too late,2025-08-05,Smart Watch,delivery too late,negative,-0.3
1847,Pooja,Great service and fast delivery,2025-04-06,Internet Service,great service fast delivery,positive,0.5
1848,Priya,Support team was very helpful,2025-09-01,Smart Watch,support team very helpful,positive,0.2
1849,Suresh,Delivery was too late,2025-02-01,Smart Watch,delivery too late,negative,-0.3
1850,Manoj,Okay for the price,2025-10-19,Headphones,okay price,positive,0.5
1851,Suresh,Average experience,2025-10-08,Mobile,average experience,negative,-0.15
1852,Pooja,Delivery was too late,2025-05-21,E-commerce,delivery too late,negative,-0.3
1853,Arun,Support team was very helpful,2025-05-09,Internet Service,support team very helpful,positive,0.2
1854,Suresh,Support team was very helpful,2025-05-03,Headphones,support team very helpful,positive,0.2
1855,Arun,Worst product ever,2025-08-13,Mobile App,worst product ever,negative,-1.0
1856,Arun,Customer support did not respond,2025-08-10,Mobile,customer support did not respond,neutral,0.0
1857,Suresh,Very bad experience and disappointed,2025-06-23,Headphones,very bad experience disappointed,negative,-0.8299999999999998
1858,Divya,Nothing special,2025-07-18,Laptop,nothing special,positive,0.35714285714285715
1859,Suresh,Great service and fast delivery,2025-04-28,Mobile,great service fast delivery,positive,0.5
1860,Suresh,Customer support did not respond,2025-01-22,Internet Service,customer support did not respond,neutral,0.0
1861,Pooja,Acceptable performance,2025-09-19,Laptop,acceptable performance,neutral,0.0
1862,Suresh,Very happy with the product,2025-07-29,E-commerce,very happy product,positive,1.0
1863,Manoj,Excellent quality and very satisfied,2025-07-06,E-commerce,excellent quality very satisfied,positive,0.825
1864,Arun,Okay for the price,2025-10-25,Internet Service,okay price,positive,0.5
1865,Arun,Very happy with the product,2025-01-07,Banking App,very happy product,positive,1.0
1866,Suresh,Support team was very helpful,2025-06-11,Headphones,support team very helpful,positive,0.2
1867,Anitha,Okay for the price,2025-07-16,Mobile,okay price,positive,0.5
1868,Manoj,Nothing special,2025-10-18,E-commerce,nothing special,positive,0.35714285714285715
1869,Sneha,Average experience,2025-12-28,Laptop,average experience,negative,-0.15
1870,Sneha,Average experience,2025-03-22,Internet Service,average experience,negative,-0.15
1871,Pooja,Customer support did not respond,2025-11-24,Headphones,customer support did not respond,neutral,0.0
1872,Rahul,Average experience,2025-09-18,Laptop,average experience,negative,-0.15
1873,Anitha,Delivery was too late,2025-12-10,Mobile App,delivery too late,negative,-0.3
1874,Rahul,Poor quality and waste of money,2025-08-17,Mobile,poor quality waste money,negative,-0.30000000000000004
1875,Priya,Very bad experience and disappointed,2025-02-20,E-commerce,very bad experience disappointed,negative,-0.8299999999999998
1876,Anitha,Nothing special,2025-02-14,Mobile,nothing special,positive,0.35714285714285715
1877,Arun,"Amazing experience, highly recommend",2025-05-04,Laptop,amazing experience highly recommend,positive,0.38000000000000006
1878,Anitha,Acceptable performance,2025-11-22,Mobile App,acceptable performance,neutral,0.0
1879,Sneha,Worst product ever,2025-11-02,Banking App,worst product ever,negative,-1.0
1880,Divya,Average experience,2025-03-19,Mobile App,average experience,negative,-0.15
1881,Priya,Nothing special,2025-09-11,Banking App,nothing special,positive,0.35714285714285715
1882,Anitha,"Amazing experience, highly recommend",2025-04-11,Mobile App,amazing experience highly recommend,positive,0.38000000000000006
1883,Suresh,Great service and fast delivery,2025-10-12,E-commerce,great service fast delivery,positive,0.5
1884,Suresh,Delivery was too late,2025-05-30,Internet Service,delivery too late,negative,-0.3
1885,Arun,Excellent quality and very satisfied,2025-09-06,E-commerce,excellent quality very satisfied,positive,0.825
1886,Karthik,Poor quality and waste of money,2025-03-26,Internet Service,poor quality waste money,negative,-0.30000000000000004
1887,Suresh,Very bad experience and disappointed,2025-07-28,Mobile,very bad experience disappointed,negative,-0.8299999999999998
1888,Divya,Worst product ever,2025-12-08,Laptop,worst product ever,negative,-1.0
1889,Manoj,Customer support did not respond,2025-10-10,Mobile App,customer support did not respond,neutral,0.0
1890,Divya,Delivery was too late,2025-09-09,Mobile,delivery too late,negative,-0.3
1891,Manoj,Decent product,2025-06-28,Banking App,decent product,positive,0.16666666666666666
1892,Divya,Very happy with the product,2025-04-07,E-commerce,very happy product,positive,1.0
1893,Arun,Decent product,2025-05-29,Mobile App,decent product,positive,0.16666666666666666
1894,Divya,Very happy with the product,2025-03-19,Headphones,very happy product,positive,1.0
1895,Divya,Acceptable performance,2025-04-30,Mobile,acceptable performance,neutral,0.0
1896,Karthik,Support team was very helpful,2025-07-30,Mobile,support team very helpful,positive,0.2
1897,Priya,Great service and fast delivery,2025-01-26,Mobile,great service fast delivery,positive,0.5
1898,Priya,Customer support did not respond,2025-11-11,E-commerce,customer support did not respond,neutral,0.0
1899,Divya,Delivery was too late,2025-07-29,Laptop,delivery too late,negative,-0.3
1900,Karthik,Decent product,2025-04-19,Laptop,decent product,positive,0.16666666666666666
1901,Sneha,Delivery was too late,2025-03-01,Mobile App,delivery too late,negative,-0.3
1902,Suresh,Customer support did not respond,2025-06-05,Banking App,customer support did not respond,neutral,0.0
1903,Sneha,Nothing special,2025-08-01,Headphones,nothing special,positive,0.35714285714285715
1904,Karthik,Support team was very helpful,2025-01-05,Smart Watch,support team very helpful,positive,0.2
1905,Suresh,"Amazing experience, highly recommend",2025-02-15,Mobile App,amazing experience highly recommend,positive,0.38000000000000006
1906,Karthik,Poor quality and waste of money,2025-03-02,Mobile App,poor quality waste money,negative,-0.30000000000000004
1907,Arun,Support team was very helpful,2025-03-15,Headphones,support team very helpful,positive,0.2
1908,Pooja,"Amazing experience, highly recommend",2025-01-05,Mobile App,amazing experience highly recommend,positive,0.38000000000000006
1909,Pooja,Delivery was too late,2025-11-05,Laptop,delivery too late,negative,-0.3
1910,Pooja,Poor quality and waste of money,2025-02-06,E-commerce,poor quality waste money,negative,-0.30000000000000004
1911,Karthik,Worst product ever,2025-09-08,E-commerce,worst product ever,negative,-1.0
1912,Suresh,Average experience,2025-06-04,Headphones,average experience,negative,-0.15
1913,Karthik,Customer support did not respond,2025-07-21,Banking App,customer support did not respond,neutral,0.0
1914,Arun,Okay for the price,2025-08-11,Headphones,okay price,positive,0.5
